batter,season_year,batting_team,matches,total_runs,total_balls,highest_score,fifties,hundreds,ducks,innings,batting_avg,strike_rate
WPUJC Vaas,2009,Deccan Chargers,7,60,55,20,0,0,1,7,8.57,109.09
Washington Sundar,2017,Rising Pune Supergiant,5,9,12,5,0,0,1,5,1.8,75.0
Washington Sundar,2018,Royal Challengers Bangalore,5,65,38,35,0,0,0,5,13.0,171.05
Washington Sundar,2019,Royal Challengers Bangalore,2,1,3,1,0,0,1,2,0.5,33.33
Washington Sundar,2020,Royal Challengers Bangalore,9,111,95,30,0,0,1,9,12.33,116.84
Washington Sundar,2021,Royal Challengers Bangalore,4,31,47,10,0,0,0,4,7.75,65.96
Washington Sundar,2022,Sunrisers Hyderabad,7,101,69,40,0,0,0,7,14.43,146.38
Washington Sundar,2023,Sunrisers Hyderabad,5,60,60,24,0,0,0,5,12.0,100.0
Washington Sundar,2024,Sunrisers Hyderabad,1,0,1,0,0,0,1,1,0.0,0.0
Washington Sundar,2025,Gujarat Titans,5,133,80,49,0,0,0,5,26.6,166.25
X Thalaivan Sargunam,2013,Sunrisers Hyderabad,1,10,17,10,0,0,0,1,10.0,58.82
XC Bartlett,2025,Punjab Kings,1,11,15,11,0,0,0,1,11.0,73.33
Y Gnaneswara Rao,2011,Kochi Tuskers Kerala,1,19,17,19,0,0,0,1,19.0,111.76
Y Nagar,2009,Delhi Daredevils,2,21,26,20,0,0,0,2,10.5,80.77
Y Nagar,2011,Delhi Daredevils,10,111,100,23,0,0,2,10,11.1,111.0
Y Nagar,2012,Delhi Daredevils,8,153,133,44,0,0,1,8,19.12,115.04
Y Prithvi Raj,2019,Kolkata Knight Riders,1,0,1,0,0,0,1,1,0.0,0.0
Y Venugopal Rao,2007,Deccan Chargers,10,288,210,71,2,0,0,10,28.8,137.14
Y Venugopal Rao,2009,Deccan Chargers,16,158,157,32,0,0,2,16,9.88,100.64
Y Venugopal Rao,2011,Delhi Daredevils,14,336,280,60,1,0,1,14,24.0,120.0
Y Venugopal Rao,2012,Delhi Daredevils,7,132,126,36,0,0,0,7,18.86,104.76
Y Venugopal Rao,2014,Sunrisers Hyderabad,5,71,63,27,0,0,0,5,14.2,112.7
YA Abdulla,2009,Kings XI Punjab,1,0,1,0,0,0,1,1,0.0,0.0
YBK Jaiswal,2020,Rajasthan Royals,3,40,44,34,0,0,1,3,13.33,90.91
YBK Jaiswal,2021,Rajasthan Royals,10,249,168,50,1,0,1,10,24.9,148.21
YBK Jaiswal,2022,Rajasthan Royals,10,258,194,68,2,0,0,10,25.8,132.99
YBK Jaiswal,2023,Rajasthan Royals,14,625,382,124,5,1,1,14,44.64,163.61
YBK Jaiswal,2024,Rajasthan Royals,15,435,279,104,1,1,1,15,29.0,155.91
YBK Jaiswal,2025,Rajasthan Royals,14,559,350,75,6,0,0,14,39.93,159.71
YK Pathan,2007,Rajasthan Royals,15,435,243,68,4,0,0,15,29.0,179.01
YK Pathan,2009,Rajasthan Royals,27,594,388,100,3,1,1,27,22.0,153.09
YK Pathan,2011,Kolkata Knight Riders,11,283,201,47,0,0,0,11,25.73,140.8
YK Pathan,2012,Kolkata Knight Riders,16,194,169,40,0,0,2,16,12.12,114.79
YK Pathan,2013,Kolkata Knight Riders,16,332,240,72,1,0,2,16,20.75,138.33
YK Pathan,2014,Kolkata Knight Riders,12,268,165,72,1,0,2,12,22.33,162.42
YK Pathan,2015,Kolkata Knight Riders,12,312,231,52,1,0,0,12,26.0,135.06
YK Pathan,2016,Kolkata Knight Riders,13,361,248,63,3,0,0,13,27.77,145.56
YK Pathan,2017,Kolkata Knight Riders,11,143,115,59,1,0,2,11,13.0,124.35
YK Pathan,2018,Sunrisers Hyderabad,13,260,200,45,0,0,0,13,20.0,130.0
YK Pathan,2019,Sunrisers Hyderabad,7,40,45,16,0,0,1,7,5.71,88.89
YS Chahal,2014,Royal Challengers Bangalore,1,1,1,1,0,0,0,1,1.0,100.0
YS Chahal,2015,Royal Challengers Bangalore,1,1,1,1,0,0,0,1,1.0,100.0
YS Chahal,2017,Royal Challengers Bangalore,6,13,26,4,0,0,1,6,2.17,50.0
YS Chahal,2018,Royal Challengers Bangalore,1,0,4,0,0,0,1,1,0.0,0.0
YS Chahal,2019,Royal Challengers Bangalore,3,6,16,4,0,0,0,3,2.0,37.5
YS Chahal,2020,Royal Challengers Bangalore,2,1,3,1,0,0,0,1,1.0,33.33
YS Chahal,2021,Royal Challengers Bangalore,2,10,27,8,0,0,0,2,5.0,37.04
YS Chahal,2022,Rajasthan Royals,1,5,8,5,0,0,0,1,5.0,62.5
YV Dhull,2023,Delhi Capitals,3,16,23,13,0,0,0,3,5.33,69.57
YV Takawale,2007,Mumbai Indians,4,70,65,27,0,0,0,4,17.5,107.69
YV Takawale,2009,Mumbai Indians,1,18,22,18,0,0,0,1,18.0,81.82
YV Takawale,2014,Royal Challengers Bangalore,5,104,91,45,0,0,2,5,20.8,114.29
Yash Dayal,2022,Gujarat Titans,1,0,1,0,0,0,1,1,0.0,0.0
Yash Dayal,2025,Royal Challengers Bengaluru,3,4,8,3,0,0,1,3,1.33,50.0
Yashpal Singh,2009,Kolkata Knight Riders,4,47,66,20,0,0,0,4,11.75,71.21
Younis Khan,2007,Rajasthan Royals,1,3,7,3,0,0,0,1,3.0,42.86
Yudhvir Singh,2023,Lucknow Super Giants,2,1,2,1,0,0,1,2,0.5,50.0
Yudhvir Singh,2024,Lucknow Super Giants,2,21,14,14,0,0,0,2,10.5,150.0
Yuvraj Singh,2007,Kings XI Punjab,14,299,184,57,1,0,0,14,21.36,162.5
Yuvraj Singh,2009,Kings XI Punjab,28,599,495,58,2,0,0,28,21.39,121.01
Yuvraj Singh,2011,Pune Warriors,13,343,261,66,2,0,1,13,26.38,131.42
Yuvraj Singh,2013,Pune Warriors,13,238,190,34,0,0,0,13,18.31,125.26
Yuvraj Singh,2014,Royal Challengers Bangalore,14,376,278,83,3,0,1,14,26.86,135.25
Yuvraj Singh,2015,Delhi Daredevils,13,248,210,57,2,0,1,13,19.08,118.1
Yuvraj Singh,2016,Sunrisers Hyderabad,10,236,179,44,0,0,0,10,23.6,131.84
Yuvraj Singh,2017,Sunrisers Hyderabad,11,252,177,70,2,0,1,11,22.91,142.37
Yuvraj Singh,2018,Kings XI Punjab,6,65,73,20,0,0,0,6,10.83,89.04
Yuvraj Singh,2019,Mumbai Indians,4,98,75,53,1,0,0,4,24.5,130.67
Z Khan,2007,Royal Challengers Bangalore,7,34,43,17,0,0,1,7,4.86,79.07
Z Khan,2009,Mumbai Indians,6,32,24,23,0,0,1,6,5.33,133.33
Z Khan,2011,Royal Challengers Bangalore,2,21,24,21,0,0,1,2,10.5,87.5
Z Khan,2012,Royal Challengers Bangalore,4,12,17,11,0,0,2,4,3.0,70.59
Z Khan,2014,Mumbai Indians,3,8,7,7,0,0,1,3,2.67,114.29
Z Khan,2016,Delhi Daredevils,2,6,13,4,0,0,0,2,3.0,46.15
Z Khan,2017,Delhi Daredevils,3,4,13,2,0,0,0,3,1.33,30.77
